,datetime,MAG_K500
19025,2021-06-19 18:17:35+00:00,47.09933608474908
19026,2021-06-19 18:17:36+00:00,47.20932828026677
19027,2021-06-19 18:17:37+00:00,47.319070114260285
19028,2021-06-19 18:17:38+00:00,47.42968351805147
19029,2021-06-19 18:17:39+00:00,47.5405192412402
19030,2021-06-19 18:17:40+00:00,47.651782072217124
19031,2021-06-19 18:17:41+00:00,47.76511328772083
19032,2021-06-19 18:17:42+00:00,47.880356815187696
19033,2021-06-19 18:17:43+00:00,47.99788916088412
19034,2021-06-19 18:17:44+00:00,48.117120355666074
19035,2021-06-19 18:17:45+00:00,48.23830628080734
19036,2021-06-19 18:17:46+00:00,48.361449091781054
19037,2021-06-19 18:17:47+00:00,48.48679806982191
19038,2021-06-19 18:17:48+00:00,48.614435866092315
19039,2021-06-19 18:17:49+00:00,48.744610831124476
19040,2021-06-19 18:17:50+00:00,48.87608824708634
19041,2021-06-19 18:17:51+00:00,49.00793525522901
19042,2021-06-19 18:17:52+00:00,49.14418405264795
19043,2021-06-19 18:17:53+00:00,49.28248612624123
19044,2021-06-19 18:17:54+00:00,49.42317510362134
19045,2021-06-19 18:17:55+00:00,49.56575392575027
19046,2021-06-19 18:17:56+00:00,49.71046059971958
19047,2021-06-19 18:17:57+00:00,49.85745609191845
19048,2021-06-19 18:17:58+00:00,50.006740402346864
19049,2021-06-19 18:17:59+00:00,50.15831353100483
19050,2021-06-19 18:18:00+00:00,50.30942756490593
19051,2021-06-19 18:18:01+00:00,50.462830417036585
19052,2021-06-19 18:18:02+00:00,50.61876545741102
19053,2021-06-19 18:18:03+00:00,50.77698931601501
19054,2021-06-19 18:18:04+00:00,50.93750199284854
19055,2021-06-19 18:18:05+00:00,51.100410020159956
19056,2021-06-19 18:18:06+00:00,51.26553989929366
19057,2021-06-19 18:18:07+00:00,51.432892904536466
19058,2021-06-19 18:18:08+00:00,51.60111620377741
19059,2021-06-19 18:18:09+00:00,51.77180223022269
19060,2021-06-19 18:18:10+00:00,51.939944277510534
19061,2021-06-19 18:18:11+00:00,52.108086324798386
19062,2021-06-19 18:18:12+00:00,52.27622837208623
19063,2021-06-19 18:18:13+00:00,52.44437041937409
19064,2021-06-19 18:18:14+00:00,52.61231746885818
19065,2021-06-19 18:18:15+00:00,52.780013284927534
19066,2021-06-19 18:18:16+00:00,52.942631201812155
19067,2021-06-19 18:18:17+00:00,53.102366077944346
19068,2021-06-19 18:18:18+00:00,53.256581388278164
19069,2021-06-19 18:18:19+00:00,53.40869489683415
19070,2021-06-19 18:18:20+00:00,53.558311764569254
19071,2021-06-19 18:18:21+00:00,53.70487028823211
19072,2021-06-19 18:18:22+00:00,53.84761065530951
19073,2021-06-19 18:18:23+00:00,53.98839551696404
19074,2021-06-19 18:18:24+00:00,54.12767254930411
19075,2021-06-19 18:18:25+00:00,54.263609892644325
19076,2021-06-19 18:18:26+00:00,54.39714687236793
19077,2021-06-19 18:18:27+00:00,54.52847477766064
19078,2021-06-19 18:18:28+00:00,54.655843475036086
19079,2021-06-19 18:18:29+00:00,54.781254335157456
19080,2021-06-19 18:18:30+00:00,54.904745225769105
19081,2021-06-19 18:18:31+00:00,55.02497283582343
19082,2021-06-19 18:18:32+00:00,55.14365985931268
19083,2021-06-19 18:18:33+00:00,55.25938524219589
19084,2021-06-19 18:18:34+00:00,55.373639546387714
19085,2021-06-19 18:18:35+00:00,55.48528866741575
19086,2021-06-19 18:18:36+00:00,55.596915004611105
19087,2021-06-19 18:18:37+00:00,55.708518980626984
19088,2021-06-19 18:18:38+00:00,55.822949136136344
19089,2021-06-19 18:18:39+00:00,55.939116558276844
19090,2021-06-19 18:18:40+00:00,56.05826896546655
19091,2021-06-19 18:18:41+00:00,56.17933760728288
19092,2021-06-19 18:18:42+00:00,56.30217342959475
19093,2021-06-19 18:18:43+00:00,56.4273493436466
19094,2021-06-19 18:18:44+00:00,56.55331403990512
19095,2021-06-19 18:18:45+00:00,56.68142227908176
19096,2021-06-19 18:18:46+00:00,56.81137680532337
19097,2021-06-19 18:18:47+00:00,56.94322083441164
19098,2021-06-19 18:18:48+00:00,57.080971045985514
19099,2021-06-19 18:18:49+00:00,57.216042785622044
19100,2021-06-19 18:18:50+00:00,57.348768995979526
19101,2021-06-19 18:18:51+00:00,57.47999705380326
19102,2021-06-19 18:18:52+00:00,57.61102762694568
19103,2021-06-19 18:18:53+00:00,57.74146948995109
19104,2021-06-19 18:18:54+00:00,57.87204061886531
19105,2021-06-19 18:18:55+00:00,58.00091223229992
19106,2021-06-19 18:18:56+00:00,58.12919942182424
19107,2021-06-19 18:18:57+00:00,58.257809526121335
19108,2021-06-19 18:18:58+00:00,58.386550795305624
19109,2021-06-19 18:18:59+00:00,58.51509034260985
19110,2021-06-19 18:19:00+00:00,58.645684377411875
19111,2021-06-19 18:19:01+00:00,58.778301552692845
19112,2021-06-19 18:19:02+00:00,58.910850678596844
19113,2021-06-19 18:19:03+00:00,59.04366486306202
19114,2021-06-19 18:19:04+00:00,59.176213988966026
19115,2021-06-19 18:19:05+00:00,59.30896048990605
19116,2021-06-19 18:19:06+00:00,59.44258279974675
19117,2021-06-19 18:19:07+00:00,59.550109871532996
19118,2021-06-19 18:19:08+00:00,59.657436779548554
19119,2021-06-19 18:19:09+00:00,59.76428564199913
19120,2021-06-19 18:19:10+00:00,59.870855798843266
19121,2021-06-19 18:19:11+00:00,59.97714349222114
19122,2021-06-19 18:19:12+00:00,60.08299543021127
19123,2021-06-19 18:19:13+00:00,60.18919415046585
19124,2021-06-19 18:19:14+00:00,60.294871477170034
19125,2021-06-19 18:19:15+00:00,60.400537104367096
19126,2021-06-19 18:19:16+00:00,60.50597029822017
19127,2021-06-19 18:19:17+00:00,60.611150768488734
19128,2021-06-19 18:19:18+00:00,60.71633123875728
19129,2021-06-19 18:19:19+00:00,60.82151170902584
19130,2021-06-19 18:19:20+00:00,60.92734532685543
19131,2021-06-19 18:19:21+00:00,61.03316808604051
19132,2021-06-19 18:19:22+00:00,61.139372644522126
19133,2021-06-19 18:19:23+00:00,61.242238937143796
19134,2021-06-19 18:19:24+00:00,61.24258194704834
19135,2021-06-19 18:19:25+00:00,61.2429249569529
19136,2021-06-19 18:19:26+00:00,61.243267966857445
19137,2021-06-19 18:19:27+00:00,61.243610976761985
19138,2021-06-19 18:19:28+00:00,61.24394667392106
19139,2021-06-19 18:19:29+00:00,61.244678409255926
19140,2021-06-19 18:19:30+00:00,61.24548598236356
19141,2021-06-19 18:19:31+00:00,61.24629355547121
19142,2021-06-19 18:19:32+00:00,61.247101128578855
19143,2021-06-19 18:19:33+00:00,61.2479087016865
19144,2021-06-19 18:19:34+00:00,61.24871627479414
19145,2021-06-19 18:19:35+00:00,61.24927067154167
19146,2021-06-19 18:19:36+00:00,61.24956743462373
19147,2021-06-19 18:19:37+00:00,61.24788169297551
19148,2021-06-19 18:19:38+00:00,61.24490709290594
19149,2021-06-19 18:19:39+00:00,61.24197453726594
19150,2021-06-19 18:19:40+00:00,61.23939659198629
19151,2021-06-19 18:19:41+00:00,61.237511172158044
19152,2021-06-19 18:19:42+00:00,61.235655405542815
19153,2021-06-19 18:19:43+00:00,61.233828700012666
19154,2021-06-19 18:19:44+00:00,61.232283029556974
19155,2021-06-19 18:19:45+00:00,61.231038063172136
19156,2021-06-19 18:19:46+00:00,61.2294666394102
19157,2021-06-19 18:19:47+00:00,61.227610872794955
19158,2021-06-19 18:19:48+00:00,61.225725452966714
19159,2021-06-19 18:19:49+00:00,61.22380976950476
19160,2021-06-19 18:19:50+00:00,61.22159174292371
19161,2021-06-19 18:19:51+00:00,61.21933901969023
19162,2021-06-19 18:19:52+00:00,61.2222397935168
19163,2021-06-19 18:19:53+00:00,61.22510356605734
19164,2021-06-19 18:19:54+00:00,61.22767761772973
19165,2021-06-19 18:19:55+00:00,61.22991146856638
19166,2021-06-19 18:19:56+00:00,61.231840879977455
19167,2021-06-19 18:19:57+00:00,61.234156035313106
19168,2021-06-19 18:19:58+00:00,61.239398217851516
19169,2021-06-19 18:19:59+00:00,61.24773916798184
19170,2021-06-19 18:20:00+00:00,61.256080118112166
19171,2021-06-19 18:20:01+00:00,61.26442106824249
19172,2021-06-19 18:20:02+00:00,61.273032643863246
19173,2021-06-19 18:20:03+00:00,61.281909502609864
19174,2021-06-19 18:20:04+00:00,61.290271828729644
19175,2021-06-19 18:20:05+00:00,61.298135922488
19176,2021-06-19 18:20:06+00:00,61.30600001624637
19177,2021-06-19 18:20:07+00:00,61.313864110004715
19178,2021-06-19 18:20:08+00:00,61.321461605269846
19179,2021-06-19 18:20:09+00:00,61.32878727662418
19180,2021-06-19 18:20:10+00:00,61.33661228313781
19181,2021-06-19 18:20:11+00:00,61.34575792705917
19182,2021-06-19 18:20:12+00:00,61.35528699751227
19183,2021-06-19 18:20:13+00:00,61.36553736006434
19184,2021-06-19 18:20:14+00:00,61.37744702966134
19185,2021-06-19 18:20:15+00:00,61.39144153778463
19186,2021-06-19 18:20:16+00:00,61.40654397753262
19187,2021-06-19 18:20:17+00:00,61.42106753640618
19188,2021-06-19 18:20:18+00:00,61.439166200847126
19189,2021-06-19 18:20:19+00:00,61.45726486528808
19190,2021-06-19 18:20:20+00:00,61.47536352972904
19191,2021-06-19 18:20:21+00:00,61.50803101745498
19192,2021-06-19 18:20:22+00:00,61.540698505180934
19193,2021-06-19 18:20:23+00:00,61.573365992906865
19194,2021-06-19 18:20:24+00:00,61.60645378055012
19195,2021-06-19 18:20:25+00:00,61.639235885099815
19196,2021-06-19 18:20:26+00:00,61.67217722737779
19197,2021-06-19 18:20:27+00:00,61.70521137554893
19198,2021-06-19 18:20:28+00:00,61.73930052459194
19199,2021-06-19 18:20:29+00:00,61.767921759000586
19200,2021-06-19 18:20:30+00:00,61.7964508845071
19201,2021-06-19 18:20:31+00:00,61.82499581646604
19202,2021-06-19 18:20:32+00:00,61.85299931804418
19203,2021-06-19 18:20:33+00:00,61.881356579291776
19204,2021-06-19 18:20:34+00:00,61.91070103684298
19205,2021-06-19 18:20:35+00:00,61.939818979573566
19206,2021-06-19 18:20:36+00:00,61.965421418498764
19207,2021-06-19 18:20:37+00:00,61.992052260803014
19208,2021-06-19 18:20:38+00:00,62.016809554985606
19209,2021-06-19 18:20:39+00:00,62.03866014970368
19210,2021-06-19 18:20:40+00:00,62.061435051860514
19211,2021-06-19 18:20:41+00:00,62.08407218367214
19212,2021-06-19 18:20:42+00:00,62.10612415196219
19213,2021-06-19 18:20:43+00:00,62.125747668828005
19214,2021-06-19 18:20:44+00:00,62.13795602947598
19215,2021-06-19 18:20:45+00:00,62.14666027633042
19216,2021-06-19 18:20:46+00:00,62.15533670454207
19217,2021-06-19 18:20:47+00:00,62.16405549664625
19218,2021-06-19 18:20:48+00:00,62.17255901809866
19219,2021-06-19 18:20:49+00:00,62.180166458987344
19220,2021-06-19 18:20:50+00:00,62.188787760623974
19221,2021-06-19 18:20:51+00:00,62.19825703349587
19222,2021-06-19 18:20:52+00:00,62.20754744791439
19223,2021-06-19 18:20:53+00:00,62.21655484419431
19224,2021-06-19 18:20:54+00:00,62.2252604957332
19225,2021-06-19 18:20:55+00:00,62.23342919094414
19226,2021-06-19 18:20:56+00:00,62.24124024114169
19227,2021-06-19 18:20:57+00:00,62.24936199859189
19228,2021-06-19 18:20:58+00:00,62.257361328215055
19229,2021-06-19 18:20:59+00:00,62.26492709275962
19230,2021-06-19 18:21:00+00:00,62.272230440774656
19231,2021-06-19 18:21:01+00:00,62.27902975397199
19232,2021-06-19 18:21:02+00:00,62.28462415647116
19233,2021-06-19 18:21:03+00:00,62.29047390729859
19234,2021-06-19 18:21:04+00:00,62.29559451138449
19235,2021-06-19 18:21:05+00:00,62.30113322670059
19236,2021-06-19 18:21:06+00:00,62.30709005324687
19237,2021-06-19 18:21:07+00:00,62.313464991023324
19238,2021-06-19 18:21:08+00:00,62.31950923479878
19239,2021-06-19 18:21:09+00:00,62.32370417703301
19240,2021-06-19 18:21:10+00:00,62.32700422880349
19241,2021-06-19 18:21:11+00:00,62.328176897159736
19242,2021-06-19 18:21:12+00:00,62.32292857390008
19243,2021-06-19 18:21:13+00:00,62.315060942020914
19244,2021-06-19 18:21:14+00:00,62.30644523003777
19245,2021-06-19 18:21:15+00:00,62.29938991358185
19246,2021-06-19 18:21:16+00:00,62.292752708356105
19247,2021-06-19 18:21:17+00:00,62.28653361436055
19248,2021-06-19 18:21:18+00:00,62.28073263159518
19249,2021-06-19 18:21:19+00:00,62.275349760059996
19250,2021-06-19 18:21:20+00:00,62.270384999754974
19251,2021-06-19 18:21:21+00:00,62.265838350680156
19252,2021-06-19 18:21:22+00:00,62.261709812835505
19253,2021-06-19 18:21:23+00:00,62.25799938622104
19254,2021-06-19 18:21:24+00:00,62.254707070836766
19255,2021-06-19 18:21:25+00:00,62.25183286668267
19256,2021-06-19 18:21:26+00:00,62.24937677375875
19257,2021-06-19 18:21:27+00:00,62.247338792065015
19258,2021-06-19 18:21:28+00:00,62.245718921601465
19259,2021-06-19 18:21:29+00:00,62.244517162368105
19260,2021-06-19 18:21:30+00:00,62.24373351436491
19261,2021-06-19 18:21:31+00:00,62.24336797759191
19262,2021-06-19 18:21:32+00:00,62.245506517281264
19263,2021-06-19 18:21:33+00:00,62.24914614909518
19264,2021-06-19 18:21:34+00:00,62.254560358638976
19265,2021-06-19 18:21:35+00:00,62.2630587812779
19266,2021-06-19 18:21:36+00:00,62.27287969688587
19267,2021-06-19 18:21:37+00:00,62.28311872372402
19268,2021-06-19 18:21:38+00:00,62.293775861792355
19269,2021-06-19 18:21:39+00:00,62.30485111109087
19270,2021-06-19 18:21:40+00:00,62.31634447161956
19271,2021-06-19 18:21:41+00:00,62.328255943378444
19272,2021-06-19 18:21:42+00:00,62.3405855263675
19273,2021-06-19 18:21:43+00:00,62.354203399600244
19274,2021-06-19 18:21:44+00:00,62.36901067052279
19275,2021-06-19 18:21:45+00:00,62.38308113508048
19276,2021-06-19 18:21:46+00:00,62.39741450494355
19277,2021-06-19 18:21:47+00:00,62.41091143467236
19278,2021-06-19 18:21:48+00:00,62.42352841143276
19279,2021-06-19 18:21:49+00:00,62.43423659450169
19280,2021-06-19 18:21:50+00:00,62.44433988756942
19281,2021-06-19 18:21:51+00:00,62.45347749466651
19282,2021-06-19 18:21:52+00:00,62.460313073962304
19283,2021-06-19 18:21:53+00:00,62.46600788680789
19284,2021-06-19 18:21:54+00:00,62.47212081088366
19285,2021-06-19 18:21:55+00:00,62.48021072387
19286,2021-06-19 18:21:56+00:00,62.48799678590408
19287,2021-06-19 18:21:57+00:00,62.49620095916834
19288,2021-06-19 18:21:58+00:00,62.50265887166382
19289,2021-06-19 18:21:59+00:00,62.51101015360262
19290,2021-06-19 18:22:00+00:00,62.51116978561223
19291,2021-06-19 18:22:01+00:00,62.509471649371676
19292,2021-06-19 18:22:02+00:00,62.50602389443559
19293,2021-06-19 18:22:03+00:00,62.50257613949952
19294,2021-06-19 18:22:04+00:00,62.49912838456345
19295,2021-06-19 18:22:05+00:00,62.49568062962737
19296,2021-06-19 18:22:06+00:00,62.49223287469128
19297,2021-06-19 18:22:07+00:00,62.48878511975521
19298,2021-06-19 18:22:08+00:00,62.48410515636869
19299,2021-06-19 18:22:09+00:00,62.47792499403065
19300,2021-06-19 18:22:10+00:00,62.46913594157224
19301,2021-06-19 18:22:11+00:00,62.46797570492765
19302,2021-06-19 18:22:12+00:00,62.46548431217244
19303,2021-06-19 18:22:13+00:00,62.46071026877147
19304,2021-06-19 18:22:14+00:00,62.45453755095849
19305,2021-06-19 18:22:15+00:00,62.446130739458106
19306,2021-06-19 18:22:16+00:00,62.436789017008664
19307,2021-06-19 18:22:17+00:00,62.42632538205581
19308,2021-06-19 18:22:18+00:00,62.41468449830105
19309,2021-06-19 18:22:19+00:00,62.402619560886095
19310,2021-06-19 18:22:20+00:00,62.38870616411301
19311,2021-06-19 18:22:21+00:00,62.374792767339926
19312,2021-06-19 18:22:22+00:00,62.360879370566835
19313,2021-06-19 18:22:23+00:00,62.34696597379375
19314,2021-06-19 18:22:24+00:00,62.333052577020666
19315,2021-06-19 18:22:25+00:00,62.3172961379092
19316,2021-06-19 18:22:26+00:00,62.30080392062549
19317,2021-06-19 18:22:27+00:00,62.28446784891696
19318,2021-06-19 18:22:28+00:00,62.26778440833389
19319,2021-06-19 18:22:29+00:00,62.252392173562264
19320,2021-06-19 18:22:30+00:00,62.236999938790646
19321,2021-06-19 18:22:31+00:00,62.22066386708212
19322,2021-06-19 18:22:32+00:00,62.20340862824935
19323,2021-06-19 18:22:33+00:00,62.186796464515936
19324,2021-06-19 18:22:34+00:00,62.17018430078254
19325,2021-06-19 18:22:35+00:00,62.153572137049125
19326,2021-06-19 18:22:36+00:00,62.13976627836686
19327,2021-06-19 18:22:37+00:00,62.12772974208939
19328,2021-06-19 18:22:38+00:00,62.11569320581192
19329,2021-06-19 18:22:39+00:00,62.10365666953445
19330,2021-06-19 18:22:40+00:00,62.091620133256974
19331,2021-06-19 18:22:41+00:00,62.07958359697951
19332,2021-06-19 18:22:42+00:00,62.06754706070204
19333,2021-06-19 18:22:43+00:00,62.053891083168175
19334,2021-06-19 18:22:44+00:00,62.03962470041889
19335,2021-06-19 18:22:45+00:00,62.02620247310589
19336,2021-06-19 18:22:46+00:00,62.01126323127099
19337,2021-06-19 18:22:47+00:00,61.993904089095295
19338,2021-06-19 18:22:48+00:00,61.97639987398034
19339,2021-06-19 18:22:49+00:00,61.959718941087445
19340,2021-06-19 18:22:50+00:00,61.94386129041658
19341,2021-06-19 18:22:51+00:00,61.92882692196777
19342,2021-06-19 18:22:52+00:00,61.914615835741
19343,2021-06-19 18:22:53+00:00,61.90122803173629
19344,2021-06-19 18:22:54+00:00,61.888663509953616
19345,2021-06-19 18:22:55+00:00,61.876922270392996
19346,2021-06-19 18:22:56+00:00,61.866004313054425
19347,2021-06-19 18:22:57+00:00,61.85590963793789
19348,2021-06-19 18:22:58+00:00,61.84663824504341
19349,2021-06-19 18:22:59+00:00,61.83819013437096
19350,2021-06-19 18:23:00+00:00,61.83056530592058
19351,2021-06-19 18:23:01+00:00,61.82376375969224
19352,2021-06-19 18:23:02+00:00,61.817785495685946
19353,2021-06-19 18:23:03+00:00,61.81365020416417
19354,2021-06-19 18:23:04+00:00,61.81033819486446
19355,2021-06-19 18:23:05+00:00,61.80784946778679
19356,2021-06-19 18:23:06+00:00,61.80618402293116
19357,2021-06-19 18:23:07+00:00,61.80534186029759
19358,2021-06-19 18:23:08+00:00,61.804612408112135
19359,2021-06-19 18:23:09+00:00,61.803787245208895
19360,2021-06-19 18:23:10+00:00,61.80289085269527
19361,2021-06-19 18:23:11+00:00,61.80124663830884
19362,2021-06-19 18:23:12+00:00,61.80214320458832
19363,2021-06-19 18:23:13+00:00,61.80473070117374
19364,2021-06-19 18:23:14+00:00,61.80835633814507
19365,2021-06-19 18:23:15+00:00,61.81280525733845
19366,2021-06-19 18:23:16+00:00,61.818077458753876
19367,2021-06-19 18:23:17+00:00,61.82417294239135
19368,2021-06-19 18:23:18+00:00,61.83026842602883
19369,2021-06-19 18:23:19+00:00,61.8363639096663
19370,2021-06-19 18:23:20+00:00,61.84223555596807
19371,2021-06-19 18:23:21+00:00,61.84788336493413
19372,2021-06-19 18:23:22+00:00,61.85330733656449
19373,2021-06-19 18:23:23+00:00,61.85977320074558
19374,2021-06-19 18:23:24+00:00,61.8668874810949
19375,2021-06-19 18:23:25+00:00,61.874744489557436
19376,2021-06-19 18:23:26+00:00,61.882030192964535
19377,2021-06-19 18:23:27+00:00,61.89004060472103
19378,2021-06-19 18:23:28+00:00,61.89013488549343
19379,2021-06-19 18:23:29+00:00,61.88006782954994
19380,2021-06-19 18:23:30+00:00,61.86892433298962
19381,2021-06-19 18:23:31+00:00,61.8571248534474
19382,2021-06-19 18:23:32+00:00,61.84431879300776
19383,2021-06-19 18:23:33+00:00,61.83020830287979
19384,2021-06-19 18:23:34+00:00,61.81691015521146
19385,2021-06-19 18:23:35+00:00,61.79955299143633
19386,2021-06-19 18:23:36+00:00,61.78199217409898
19387,2021-06-19 18:23:37+00:00,61.763543891321675
19388,2021-06-19 18:23:38+00:00,61.74384553132827
19389,2021-06-19 18:23:39+00:00,61.727216065174375
19390,2021-06-19 18:23:40+00:00,61.70933900609109
19391,2021-06-19 18:23:41+00:00,61.690628470290555
19392,2021-06-19 18:23:42+00:00,61.67112465058338
19393,2021-06-19 18:23:43+00:00,61.65104799875767
19394,2021-06-19 18:23:44+00:00,61.63044153491537
19395,2021-06-19 18:23:45+00:00,61.610793686512444
19396,2021-06-19 18:23:46+00:00,61.58983782851854
19397,2021-06-19 18:23:47+00:00,61.568132565946975
19398,2021-06-19 18:23:48+00:00,61.54672182272044
19399,2021-06-19 18:23:49+00:00,61.52800709579194
19400,2021-06-19 18:23:50+00:00,61.509292368863456
19401,2021-06-19 18:23:51+00:00,61.48909967016301
19402,2021-06-19 18:23:52+00:00,61.46947405546905
19403,2021-06-19 18:23:53+00:00,61.45082369445682
19404,2021-06-19 18:23:54+00:00,61.43193648861725
19405,2021-06-19 18:23:55+00:00,61.41342797495478
19406,2021-06-19 18:23:56+00:00,61.39426278530549
19407,2021-06-19 18:23:57+00:00,61.37892167820439
19408,2021-06-19 18:23:58+00:00,61.36381134509382
19409,2021-06-19 18:23:59+00:00,61.35787676954794
19410,2021-06-19 18:24:00+00:00,61.353392370074005
19411,2021-06-19 18:24:01+00:00,61.34890797060006
19412,2021-06-19 18:24:02+00:00,61.34442357112613
19413,2021-06-19 18:24:03+00:00,61.33848899558025
19414,2021-06-19 18:24:04+00:00,61.33290294812017
19415,2021-06-19 18:24:05+00:00,61.3281369907943
19416,2021-06-19 18:24:06+00:00,61.321056809324766
19417,2021-06-19 18:24:07+00:00,61.31462243696031
19418,2021-06-19 18:24:08+00:00,61.3083850700487
19419,2021-06-19 18:24:09+00:00,61.301711748265305
19420,2021-06-19 18:24:10+00:00,61.29461520691646
19421,2021-06-19 18:24:11+00:00,61.28788618657212
19422,2021-06-19 18:24:12+00:00,61.28070137210024
19423,2021-06-19 18:24:13+00:00,61.273131497608944
19424,2021-06-19 18:24:14+00:00,61.2645693480161
19425,2021-06-19 18:24:15+00:00,61.25565454204716
19426,2021-06-19 18:24:16+00:00,61.24634000063443
19427,2021-06-19 18:24:17+00:00,61.237222464674545
19428,2021-06-19 18:24:18+00:00,61.2222430941023
19429,2021-06-19 18:24:19+00:00,61.205972586873465
19430,2021-06-19 18:24:20+00:00,61.190211071804434
19431,2021-06-19 18:24:21+00:00,61.17464656218824
19432,2021-06-19 18:24:22+00:00,61.15965280062779
19433,2021-06-19 18:24:23+00:00,61.14548040719309
19434,2021-06-19 18:24:24+00:00,61.13207835621322
19435,2021-06-19 18:24:25+00:00,61.11903007009443
19436,2021-06-19 18:24:26+00:00,61.106195045849454
19437,2021-06-19 18:24:27+00:00,61.09311167966599
19438,2021-06-19 18:24:28+00:00,61.07977153179392
19439,2021-06-19 18:24:29+00:00,61.0666283893747
19440,2021-06-19 18:24:30+00:00,61.053682252408294
19441,2021-06-19 18:24:31+00:00,61.04093312089474
19442,2021-06-19 18:24:32+00:00,61.02838099483402
19443,2021-06-19 18:24:33+00:00,61.01673503045161
19444,2021-06-19 18:24:34+00:00,61.00480656804203
19445,2021-06-19 18:24:35+00:00,60.99208259451019
19446,2021-06-19 18:24:36+00:00,60.979555626431186
19447,2021-06-19 18:24:37+00:00,60.96605824367859
19448,2021-06-19 18:24:38+00:00,60.95243342137877
19449,2021-06-19 18:24:39+00:00,60.93900560453178
19450,2021-06-19 18:24:40+00:00,60.92470260575899
19451,2021-06-19 18:24:41+00:00,60.910906659911944
19452,2021-06-19 18:24:42+00:00,60.89730771951774
19453,2021-06-19 18:24:43+00:00,60.88390578457638
19454,2021-06-19 18:24:44+00:00,60.87070085508783
19455,2021-06-19 18:24:45+00:00,60.8582329603621
19456,2021-06-19 18:24:46+00:00,60.84598819040963
19457,2021-06-19 18:24:47+00:00,60.83363673875262
19458,2021-06-19 18:24:48+00:00,60.820439428057746
19459,2021-06-19 18:24:49+00:00,60.80748019039948
19460,2021-06-19 18:24:50+00:00,60.79424849283871
19461,2021-06-19 18:24:51+00:00,60.78023717239551
19462,2021-06-19 18:24:52+00:00,60.768603287645234
19463,2021-06-19 18:24:53+00:00,60.75742456180352
19464,2021-06-19 18:24:54+00:00,60.74720894969344
19465,2021-06-19 18:24:55+00:00,60.739035691514566
19466,2021-06-19 18:24:56+00:00,60.730621694790244
19467,2021-06-19 18:24:57+00:00,60.72071491264738
19468,2021-06-19 18:24:58+00:00,60.71064656422352
19469,2021-06-19 18:24:59+00:00,60.7012620983714
19470,2021-06-19 18:25:00+00:00,60.69367570652679
19471,2021-06-19 18:25:01+00:00,60.68588415466207
19472,2021-06-19 18:25:02+00:00,60.67817965194322
19473,2021-06-19 18:25:03+00:00,60.67268148871724
19474,2021-06-19 18:25:04+00:00,60.667242893084
19475,2021-06-19 18:25:05+00:00,60.66089606168295
19476,2021-06-19 18:25:06+00:00,60.65454923028189
19477,2021-06-19 18:25:07+00:00,60.64820239888082
19478,2021-06-19 18:25:08+00:00,60.64185556747975
19479,2021-06-19 18:25:09+00:00,60.6355087360787
19480,2021-06-19 18:25:10+00:00,60.62916190467763
19481,2021-06-19 18:25:11+00:00,60.622443248751765
19482,2021-06-19 18:25:12+00:00,60.6167601268414
19483,2021-06-19 18:25:13+00:00,60.610604162315475
19484,2021-06-19 18:25:14+00:00,60.60412273180364
19485,2021-06-19 18:25:15+00:00,60.597641301291816
19486,2021-06-19 18:25:16+00:00,60.59151584283822
19487,2021-06-19 18:25:17+00:00,60.58575181381075
19488,2021-06-19 18:25:18+00:00,60.57790167863477
19489,2021-06-19 18:25:19+00:00,60.56694120984387
19490,2021-06-19 18:25:20+00:00,60.554935445154435
19491,2021-06-19 18:25:21+00:00,60.54140497690506
19492,2021-06-19 18:25:22+00:00,60.52598390607859
19493,2021-06-19 18:25:23+00:00,60.509907872554535
19494,2021-06-19 18:25:24+00:00,60.491995017495064
19495,2021-06-19 18:25:25+00:00,60.47391133334331
19496,2021-06-19 18:25:26+00:00,60.45582764919154
19497,2021-06-19 18:25:27+00:00,60.43774396503978
19498,2021-06-19 18:25:28+00:00,60.41966028088801
19499,2021-06-19 18:25:29+00:00,60.40157659673624
19500,2021-06-19 18:25:30+00:00,60.38349291258448
19501,2021-06-19 18:25:31+00:00,60.36540922843271
19502,2021-06-19 18:25:32+00:00,60.34732554428096
19503,2021-06-19 18:25:33+00:00,60.32924186012918
19504,2021-06-19 18:25:34+00:00,60.31115817597741
19505,2021-06-19 18:25:35+00:00,60.24943301765666
19506,2021-06-19 18:25:36+00:00,60.18348864314512
19507,2021-06-19 18:25:37+00:00,60.11742787201419
19508,2021-06-19 18:25:38+00:00,60.05117811247758
19509,2021-06-19 18:25:39+00:00,59.98543137434967
19510,2021-06-19 18:25:40+00:00,59.92622171905457
19511,2021-06-19 18:25:41+00:00,59.86673516926208
19512,2021-06-19 18:25:42+00:00,59.80768734642802
19513,2021-06-19 18:25:43+00:00,59.74911403665566
19514,2021-06-19 18:25:44+00:00,59.69100040123206
19515,2021-06-19 18:25:45+00:00,59.63316912391022
19516,2021-06-19 18:25:46+00:00,59.57323437633532
19517,2021-06-19 18:25:47+00:00,59.51357601183086
19518,2021-06-19 18:25:48+00:00,59.45383630086751
19519,2021-06-19 18:25:49+00:00,59.39289018993718
19520,2021-06-19 18:25:50+00:00,59.33051080937995
19521,2021-06-19 18:25:51+00:00,59.26777723461441
19522,2021-06-19 18:25:52+00:00,59.2025712833786
19523,2021-06-19 18:25:53+00:00,59.137141211925595
